fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
275,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530009","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 9,"9",,,AX_Gebaeude,DEBE04YY50000ERg,1633,UUID_0262b1b3-0505-4ade-b058-8e72470ab11e,,,,,2024/02/05 04:16:19.881,,,,2024/02/05 04:16:19.881,citydb_user,,,1628
276,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800013","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 13,"13",,,AX_Gebaeude,DEBE04YY50000CuT,1529,UUID_aac68f56-1058-4abb-8d89-868dd5174fa8,,,,,2024/02/05 04:16:19.753,,,,2024/02/05 04:16:19.753,citydb_user,,,1521
277,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"6",,,,,,,,,,"11000004023750002","4200",Aus Katasterkarten digitalisiert,"02375",Keplerstraße 2,"2",,,AX_Gebaeude,DEBE04YY50000Qyp,1343,UUID_b918dc70-5930-4f76-ab53-a3da09a783e8,,,,,2024/02/05 04:16:19.408,,,,2024/02/05 04:16:19.408,citydb_user,,,1338
278,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA000020,,,,,,,,,,,,,,,
279,"2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004044240007","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"7","1",AX_Gebaeude,DEBE04YY50000Awx,1043,UUID_41602dca-8008-4b48-8a74-0519c9b44b5f,,,,,2024/02/05 04:16:18.398,,,,2024/02/05 04:16:18.398,citydb_user,,,1034
280,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15N0009u,,,,,,,,,,,,,,,
281,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYOm00006M,,,,,,,,,,,,,,,
282,,,,,"5",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RdH,1482,UUID_1fb7efe1-feda-4767-9786-7dc990ba48bd,,,,,2024/02/05 04:16:19.604,,,,2024/02/05 04:16:19.604,citydb_user,,,1463
283,"2464",Fahrzeughalle,,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"07080",Mierendorffplatz,,"20","2",AX_Gebaeude,DEBE00YY2l50001q,,,,,,,,,,,,,,,
284,"1000",Wohngebäude,,,"7",,,,,,,,,,"11000004069840007","9998",Nach Quellenlage nicht zu spezifizieren,"06984",Goslarer Platz 7,"7",,,AX_Gebaeude,DEBE04YY50000JDA,3480,DEB_LOD2_UUID_e568a37f-afe7-4564-8702-f42ca79d35f7_6b129e8b-fea0-4605-9ed4-be6d7cf9c9a3,,,,,2024/02/05 04:16:22.288,,,,2024/02/05 04:16:22.288,citydb_user,,,3247
285,"2142",Speichergebäude,,,"3",,,,,,,,,,"11000004051340039","4200",Aus Katasterkarten digitalisiert,"05134","Lise-Meitner-Straße 39, 41",,,,AX_Gebaeude,DEBE04YY500002bV,,,,,,,,,,,,,,,
286,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004021430038","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße 38,"38",,,AX_Gebaeude,DEBE04YY500004uh,369,UUID_73d34627-b829-45e2-8d02-ddccc0434dd3,,,,,2024/02/05 04:16:17.424,,,,2024/02/05 04:16:17.424,citydb_user,,,366
287,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004032660013","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße,,"13","1",AX_Gebaeude,DEBE04YY500009w3,,,,,,,,,,,,,,,
288,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530014","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 14,"14",,,AX_Gebaeude,DEBE04YY50000Fkp,3294,DEB_LOD2_UUID_b25da2db-69c4-484a-bdd8-3b61ba28a62e_bbbf7dd4-ae33-4e52-ab7a-4986273e2e01,,,,,2024/02/05 04:16:22.051,,,,2024/02/05 04:16:22.051,citydb_user,,,3062
289,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Pw7,1397,UUID_af71ad86-c132-46eb-a2a7-01f78ec1f25f,,,,,2024/02/05 04:16:19.496,,,,2024/02/05 04:16:19.496,citydb_user,,,1368
290,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KOq,993,UUID_6cc8f108-9986-49f4-a4ea-fa070634a5f5,,,,,2024/02/05 04:16:18.339,,,,2024/02/05 04:16:18.339,citydb_user,,,981
291,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BsN,,,,,,,,,,,,,,,
292,"2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004044240008","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"8","1",AX_Gebaeude,DEBE04YY50000Plp,343,UUID_d2710ded-3354-4af8-b2fc-7e6ff76495d5,,,,,2024/02/05 04:16:17.386,,,,2024/02/05 04:16:17.386,citydb_user,,,333
293,"3041",Kirche,,,"3",,,,,Neuapostolische Kirche,,,,,"11000004048030010","4200",Aus Katasterkarten digitalisiert,"04803",Wernigeroder Straße 10,"10",,,AX_Gebaeude,DEBE04YY5000009G,640,UUID_c3b78edb-d1c2-473e-bc48-2c1c993c063d,,,,,2024/02/05 04:16:17.891,,,,2024/02/05 04:16:17.891,citydb_user,,,616
294,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005Z,,,,,,,,,,,,,,,
295,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000J71,,,,,,,,,,,,,,,
296,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004033440003","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"3","2",AX_Gebaeude,DEBE04YY50000Kt1,,,,,,,,,,,,,,,
297,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ye1,,,,,,,,,,,,,,,
298,"2020",Bürogebäude,,,"7",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße 10,"10",,,AX_Gebaeude,DEBE04YY5000068y,,,,,,,,,,,,,,,
299,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YQn,1510,UUID_de2e9a29-64e3-48aa-87f0-641b23bc60b7,,,,,2024/02/05 04:16:19.637,,,,2024/02/05 04:16:19.637,citydb_user,,,1498
300,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ytl,,,,,,,,,,,,,,,
301,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00004,,,,,,,,,,,,,,,
302,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001H,1884,UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,1878
303,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000R9j,,,,,,,,,,,,,,,
304,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y2G,,,,,,,,,,,,,,,
305,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OnP,1491,UUID_fc8430bb-1261-4d40-a410-06c0d190afbe,,,,,2024/02/05 04:16:19.614,,,,2024/02/05 04:16:19.614,citydb_user,,,1475
306,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00005,,,,,,,,,,,,,,,
307,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001k,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
308,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000If5,1874,UUID_02124ad2-7bfb-4c91-ae66-ea908d87cc33,,,,,2024/02/05 04:16:20.226,,,,2024/02/05 04:16:20.226,citydb_user,,,1857
309,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY2oD0000c,473,UUID_dab9cbc8-5b46-4df8-bab1-a3567f58f376,,,,,2024/02/05 04:16:17.612,,,,2024/02/05 04:16:17.612,citydb_user,,,469
310,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KrL,,,,,,,,,,,,,,,
311,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180036","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 36A,36A,,,AX_Gebaeude,DEBE04YY500008PC,664,UUID_31776667-410f-4566-918a-39c4ff6c5cd9,,,,,2024/02/05 04:16:17.928,,,,2024/02/05 04:16:17.928,citydb_user,,,660
312,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BLO,914,UUID_a6c73d38-153c-4d48-be66-33286b73fcef,,,,,2024/02/05 04:16:18.253,,,,2024/02/05 04:16:18.253,citydb_user,,,892
313,,,"1400",Aufgeständert,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000817,1339,UUID_e8ab6ba1-6bff-462e-9ada-a37037142368,,,,,2024/02/05 04:16:19.402,,,,2024/02/05 04:16:19.402,citydb_user,,,1334
314,"2020",Bürogebäude,,,"8",,true,,,,,,,,"11000004051340001","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 1,"1",,,AX_Gebaeude,DEBE04YY500007aH,,,,,,,,,,,,,,,
315,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,"11000004023750004","4200",Aus Katasterkarten digitalisiert,"02375",Keplerstraße,,"4","1",AX_Gebaeude,DEBE04YY50000A1M,751,UUID_6031f158-3981-46ee-a25d-d85ade20649b,,,,,2024/02/05 04:16:18.049,,,,2024/02/05 04:16:18.049,citydb_user,,,725
316,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004033120049","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 49A, 49B, 49C, 49D, 49E",,,,AX_Gebaeude,DEBE04YY50000AVo,,,,,,,,,,,,,,,
317,"1000",Wohngebäude,,,"1",,,,,,,,,,"11000004051340038","9998",Nach Quellenlage nicht zu spezifizieren,"05134",Lise-Meitner-Straße,,"38",,AX_Gebaeude,DEBE04YY50000PeF,,,,,,,,,,,,,,,
318,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005Y,,,,,,,,,,,,,,,
319,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y7Q,1021,UUID_9417975a-afa4-4a8c-948f-3f369893a3ea,,,,,2024/02/05 04:16:18.372,,,,2024/02/05 04:16:18.372,citydb_user,,,989
320,"1130",Wohngebäude mit Gewerbe und Industrie,,,"4",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"05134","Lise-Meitner-Straße 7, 9",,,,AX_Gebaeude,DEBE00YYNv0000Bv,2152,UUID_dd1a2ba6-ec53-4459-89af-30bf9137a24f,,,,,2024/02/05 04:16:21.051,,,,2024/02/05 04:16:21.051,citydb_user,,,2142
321,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180042","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 42,"42",,,AX_Gebaeude,DEBE04YY50000Nwi,1750,UUID_75e8e6d8-6891-4ab2-a8a3-815a1b9015ab,,,,,2024/02/05 04:16:20.011,,,,2024/02/05 04:16:20.011,citydb_user,,,1746
322,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2vw0000s,,,,,,,,,,,,,,,
323,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YQE,1738,UUID_a43d9ffe-e855-4df3-9e92-952469915410,,,,,2024/02/05 04:16:19.993,,,,2024/02/05 04:16:19.993,citydb_user,,,1706
324,"3015",Gericht,,,"6",,,,,,,,,,"11000004044240021","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 21,"21",,,AX_Gebaeude,DEBE04YY500004wz,1902,UUID_4e368a55-159f-4d84-a83a-85a3be54cbe5,,,,,2024/02/05 04:16:20.267,,,,2024/02/05 04:16:20.267,citydb_user,,,1886
325,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ydx,,,,,,,,,,,,,,,
326,,,,,,,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDU,,,,,,,,,,,,,,,
327,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Yc4,,,,,,,,,,,,,,,
328,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y9a,621,UUID_08f535f1-e69d-439c-acf3-eca62375eb8f,,,,,2024/02/05 04:16:17.862,,,,2024/02/05 04:16:17.862,citydb_user,,,590
329,,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007Hg,1195,UUID_2a0b513f-62da-478d-8787-bf93f009cc37,,,,,2024/02/05 04:16:19.068,,,,2024/02/05 04:16:19.068,citydb_user,,,1191
330,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002pd,321,UUID_cd8ee554-3d31-455c-b4a2-567e667c6515,,,,,2024/02/05 04:16:17.334,,,,2024/02/05 04:16:17.334,citydb_user,,,308
331,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004033120049","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 49F, 49G, 49H",,,,AX_Gebaeude,DEBE04YY5000044Q,1593,UUID_f626c49d-2792-4472-9a15-9adf6406c0f6,,,,,2024/02/05 04:16:19.830,,,,2024/02/05 04:16:19.830,citydb_user,,,1578
332,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810003","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 3,"3",,,AX_Gebaeude,DEBE04YY50000Jzy,,,,,,,,,,,,,,,
333,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GOQ,,,,,,,,,,,,,,,
334,"2100",Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,"11000004021430020","1000",Aus Katastervermessung ermittelt,"02143",Ilsenburger Straße,,"20","4",AX_Gebaeude,DEBE04YY50000Hcp,1259,UUID_899e52a9-ead1-432e-a287-3b8a918902c6,,,,,2024/02/05 04:16:19.227,,,,2024/02/05 04:16:19.227,citydb_user,,,1254
335,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003R,,,,,,,,,,,,,,,
336,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240011","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 11,"11",,,AX_Gebaeude,DEBE04YY500009MX,1827,UUID_d72857ba-e0cc-4911-9737-e68b21766caa,,,,,2024/02/05 04:16:20.154,,,,2024/02/05 04:16:20.154,citydb_user,,,1811
337,"2054",Laden,,,"1",,,,,,,,,,"11000004051340002","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 2,"2",,,AX_Gebaeude,DEBE04YY50000Oaj,2580,DEB_LOD2_UUID_50cf4153-d1a0-43cb-ba2a-5caf008ca192_2ce89478-e763-4dfb-b0e1-07477a5c9a64,,,,,2024/02/05 04:16:21.492,,,,2024/02/05 04:16:21.492,citydb_user,,,2383
338,"2111",Fabrik,,,"4",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","1",AX_Gebaeude,DEBE04YY50000QBC,,,,,,,,,,,,,,,
339,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y01,1543,UUID_fa380ab4-e97b-41aa-a119-d2034528a416,,,,,2024/02/05 04:16:19.769,,,,2024/02/05 04:16:19.769,citydb_user,,,1532
340,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180016","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 16,"16",,,AX_Gebaeude,DEBE04YY50000Exo,685,UUID_369f52cf-0664-4386-a9e3-499c5746b66b,,,,,2024/02/05 04:16:17.955,,,,2024/02/05 04:16:17.955,citydb_user,,,679
341,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15i0008s,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
342,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YSD,1851,UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,1846
343,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740011","4200",Aus Katasterkarten digitalisiert,"03074, 04418","Mierendorffstraße 11; Tauroggener Straße 2",,,,AX_Gebaeude,DEBE04YY500002tg,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
344,"1022",Seniorenheim,,,"8",,true,,,Seniorenwhs.,,,,,"11000004051340011","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 11,"11",,,AX_Gebaeude,DEBE04YY500002eT,2106,UUID_ecbb27c4-0206-4a3c-92ac-8180ba11ad2e,,,,,2024/02/05 04:16:20.841,,,,2024/02/05 04:16:20.841,citydb_user,,,2101
345,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15i0008t,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
346,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140004","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 4,"4",,,AX_Gebaeude,DEBE04YY50000R1k,1793,UUID_04ccbbc3-af5b-478f-b9d3-9ce16ad8d1ff,,,,,2024/02/05 04:16:20.091,,,,2024/02/05 04:16:20.091,citydb_user,,,1778
347,,,"1400",Aufgeständert,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000JvL,,,,,,,,,,,,,,,
348,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440030","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 30,"30",,,AX_Gebaeude,DEBE04YY50000PNl,608,UUID_c9170407-7887-471d-aa0a-353074e5ba31,,,,,2024/02/05 04:16:17.851,,,,2024/02/05 04:16:17.851,citydb_user,,,606
349,"1010",Wohnhaus,,,"4",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033120039","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 39, 41",,,,AX_Gebaeude,DEBE04YY5000087t,2100,UUID_bb553968-d961-4fa1-9bad-5bc6ae8b7cdf,,,,,2024/02/05 04:16:20.829,,,,2024/02/05 04:16:20.829,citydb_user,,,2092
350,"2100",Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02956",Max-Dohrn-Straße,,"10","30",AX_Gebaeude,DEBE04AL1Yt00008,,,,,,,,,,,,,,,
351,"1010",Wohnhaus,,,"4",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004051340013","4200",Aus Katasterkarten digitalisiert,"05134","Lise-Meitner-Straße 13, 15, 17, 19",,,,AX_Gebaeude,DEBE04YY50000I3M,2106,UUID_ecbb27c4-0206-4a3c-92ac-8180ba11ad2e,,,,,2024/02/05 04:16:20.841,,,,2024/02/05 04:16:20.841,citydb_user,,,2101
352,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RiC,971,UUID_190b66e5-9280-4a50-bf04-9d531af6a6c3,,,,,2024/02/05 04:16:18.312,,,,2024/02/05 04:16:18.312,citydb_user,,,950
353,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890094","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 94,"94",,,AX_Gebaeude,DEBE04YY50000QE4,854,UUID_7e3b56c3-603c-4079-9b02-80bdc15c01ca,,,,,2024/02/05 04:16:18.176,,,,2024/02/05 04:16:18.176,citydb_user,,,844
354,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440007","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"7","1",AX_Gebaeude,DEBE04YY50000PyU,1884,UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,1878
355,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660014","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 14,"14",,,AX_Gebaeude,DEBE04YY50000HNE,973,UUID_3ca74c8f-9308-463d-8a9d-0f71d4c3ddd3,,,,,2024/02/05 04:16:18.316,,,,2024/02/05 04:16:18.316,citydb_user,,,944
356,"2621",Müllbunker,,,"1",,,,,,,,,,"11000004021430020","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"20","7",AX_Gebaeude,DEBE04YY50000ReH,2180,DEB_LOD2_UUID_32284ee7-f304-479a-8b8a-570f66374c67_3c744b27-b370-4aef-8c46-aae45c8b7ae1,,,,,2024/02/05 04:16:21.117,,,,2024/02/05 04:16:21.117,citydb_user,,,2160
357,"2054",Laden,,,"2",,,,,,,,,,"11000004045400002","4200",Aus Katasterkarten digitalisiert,"04540",Treseburger Straße 2,"2",,,AX_Gebaeude,DEBE04YY500009gW,1249,UUID_d5693a29-8f46-48e2-806b-3804e0543d1a,,,,,2024/02/05 04:16:19.198,,,,2024/02/05 04:16:19.198,citydb_user,,,1226
358,,,,,"17",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000AjN,,,,,,,,,,,,,,,
359,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00003,,,,,,,,,,,,,,,
360,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KZU,,,,,,,,,,,,,,,
361,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001l,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
362,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YEC,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
363,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y9x,548,UUID_cf3167d0-b34e-4d3b-ad19-df940c889d77,,,,,2024/02/05 04:16:17.740,,,,2024/02/05 04:16:17.740,citydb_user,,,516
364,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY17M000NN,586,UUID_0661605b-e47c-4898-86f2-57f9aa6dd1e2,,,,,2024/02/05 04:16:17.811,,,,2024/02/05 04:16:17.811,citydb_user,,,567
365,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890044","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 44,"44",,,AX_Gebaeude,DEBE04YY50000QjQ,774,UUID_f024aca4-8362-481d-a68d-e0f8d7b51805,,,,,2024/02/05 04:16:18.074,,,,2024/02/05 04:16:18.074,citydb_user,,,766
366,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007OR,2081,UUID_c37d3482-289b-4a59-93d5-00ccc12f8621,,,,,2024/02/05 04:16:20.702,,,,2024/02/05 04:16:20.702,citydb_user,,,2076
367,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810010","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 10,"10",,,AX_Gebaeude,DEBE04YY500003zw,1482,UUID_1fb7efe1-feda-4767-9786-7dc990ba48bd,,,,,2024/02/05 04:16:19.604,,,,2024/02/05 04:16:19.604,citydb_user,,,1463
