fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
368,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140003","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 3,"3",,,AX_Gebaeude,DEBE04YY50000RXk,1814,UUID_62924e28-c188-4b5d-ae1f-b2f71e6781b9,,,,,2024/02/05 04:16:20.124,,,,2024/02/05 04:16:20.124,citydb_user,,,1785
369,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y7O,,,,,,,,,,,,,,,
370,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740015","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße 15,"15",,,AX_Gebaeude,DEBE04YY50000JUQ,363,UUID_a3d318f1-c2e4-45bb-84a9-5415b22ee9fe,,,,,2024/02/05 04:16:17.417,,,,2024/02/05 04:16:17.417,citydb_user,,,328
371,"2523",Umformer,,,"1",,,,,,,,,,"11000004051340045","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"45",,AX_Gebaeude,DEBE04YY50000BpB,,,,,,,,,,,,,,,
372,"2621",Müllbunker,,,"1",,,,,,,,,,"11000004035710001","4200",Aus Katasterkarten digitalisiert,"03571",Quedlinburger Straße,,"1","2",AX_Gebaeude,DEBE04YY50000PRQ,571,UUID_6fdce0cc-ffd4-4ca5-b618-86a83669c592,,,,,2024/02/05 04:16:17.787,,,,2024/02/05 04:16:17.787,citydb_user,,,546
373,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YAD,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
374,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004048030009","4200",Aus Katasterkarten digitalisiert,"04803","Wernigeroder Straße 9, 11, 13, 15, 17, 19, 21, 23, 17A",,,,AX_Gebaeude,DEBE04YY5000024G,623,UUID_d55a15d5-b3c7-4cdd-90a3-9c93706ea6aa,,,,,2024/02/05 04:16:17.872,,,,2024/02/05 04:16:17.872,citydb_user,,,619
375,"2500",Gebäude zur Versorgung,,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02143",Ilsenburger Straße,,"20","11",AX_Gebaeude,DEBE00YY2ZI00037,,,,,,,,,,,,,,,
376,"2100",Gebäude für Gewerbe und Industrie,,,"3",,,,,,,,,,"11000004016320031","4200",Aus Katasterkarten digitalisiert,"06984, 01632","Goslarer Platz 9; Goslarer Ufer 31",,,,AX_Gebaeude,DEBE04YY50000Mea,1097,UUID_3f5e72fe-63df-4442-8d3b-2db967ea99e6,,,,,2024/02/05 04:16:18.466,,,,2024/02/05 04:16:18.466,citydb_user,,,1074
377,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005I,,,,,,,,,,,,,,,
378,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004069840002","4200",Aus Katasterkarten digitalisiert,"06984",Goslarer Platz 2,"2",,,AX_Gebaeude,DEBE04YY50000966,872,UUID_d4fc4885-e665-4c1f-a128-862e6c82b0b7,,,,,2024/02/05 04:16:18.198,,,,2024/02/05 04:16:18.198,citydb_user,,,850
379,"2030",Kreditinstitut,,,"1",,,,,,,,,,"11000004033440001","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"1","1",AX_Gebaeude,DEBE04YY50000IcJ,917,UUID_830f605a-4c13-4d7e-a83b-af068b180474,,,,,2024/02/05 04:16:18.258,,,,2024/02/05 04:16:18.258,citydb_user,,,912
380,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500003dM,,,,,,,,,,,,,,,
381,"2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004069840002","4200",Aus Katasterkarten digitalisiert,"06984",Goslarer Platz,,"2","1",AX_Gebaeude,DEBE04YY50000Goq,878,UUID_7c91fed7-5648-47d0-9217-3a50fa0b3dfa,,,,,2024/02/05 04:16:18.207,,,,2024/02/05 04:16:18.207,citydb_user,,,846
382,,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YEz,,,,,,,,,,,,,,,
383,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005T,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
384,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033120012","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 12, 14, 16, 18",,,,AX_Gebaeude,DEBE04YY500001Un,1963,UUID_b97084e2-5b40-4d19-ac4d-763c3160f315,,,,,2024/02/05 04:16:20.339,,,,2024/02/05 04:16:20.339,citydb_user,,,1939
385,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004029560003","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße 3,"3",,,AX_Gebaeude,DEBE04YY500008UE,,,,,,,,,,,,,,,
386,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004044180047","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"47","1",AX_Gebaeude,DEBE04YY500002wp,1738,UUID_a43d9ffe-e855-4df3-9e92-952469915410,,,,,2024/02/05 04:16:19.993,,,,2024/02/05 04:16:19.993,citydb_user,,,1706
387,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RrN,,,,,,,,,,,,,,,
388,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005R,,,,,,,,,,,,,,,
389,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000DzQ,,,,,,,,,,,,,,,
390,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140031","4200",Aus Katasterkarten digitalisiert,"02314, 03344","Kamminer Straße 31; Osnabrücker Straße 23",,,,AX_Gebaeude,DEBE04YY500002lt,1863,UUID_1dff83bf-6c9b-4d68-96fa-99dbec079ae1,,,,,2024/02/05 04:16:20.200,,,,2024/02/05 04:16:20.200,citydb_user,,,1858
391,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440025","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 25,"25",,,AX_Gebaeude,DEBE04YY50000JuW,1877,UUID_bc00cfdd-3912-4847-85a7-638dae608cb9,,,,,2024/02/05 04:16:20.232,,,,2024/02/05 04:16:20.232,citydb_user,,,1847
392,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Imw,,,,,,,,,,,,,,,
393,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660013","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 13,"13",,,AX_Gebaeude,DEBE04YY50000LLO,993,UUID_6cc8f108-9986-49f4-a4ea-fa070634a5f5,,,,,2024/02/05 04:16:18.339,,,,2024/02/05 04:16:18.339,citydb_user,,,981
394,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005W,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
395,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180041","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"41","1",AX_Gebaeude,DEBE04YY50000CE7,321,UUID_cd8ee554-3d31-455c-b4a2-567e667c6515,,,,,2024/02/05 04:16:17.334,,,,2024/02/05 04:16:17.334,citydb_user,,,308
396,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001I,1884,UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,1878
397,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000QNW,,,,,,,,,,,,,,,
398,,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15J00003,,,,,,,,,,,,,,,
399,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890084","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 84,"84",,,AX_Gebaeude,DEBE04YY50000Day,1032,UUID_9263ea07-f403-4c9d-96cc-16568a8738e7,,,,,2024/02/05 04:16:18.388,,,,2024/02/05 04:16:18.388,citydb_user,,,1024
400,,,"1400",Aufgeständert,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Oa3,607,UUID_24fd8b5f-0c22-4c3d-b9cf-b29a181848b2,,,,,2024/02/05 04:16:17.851,,,,2024/02/05 04:16:17.851,citydb_user,,,592
401,"2463",Garage,,,"1",,,,,,"1300",Einzelgarage,,,"11000004033440026","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"26","1",AX_Gebaeude,DEBE04YY50000DCT,365,UUID_b725c0fc-1573-4003-90e0-d1ac1555061a,,,,,2024/02/05 04:16:17.416,,,,2024/02/05 04:16:17.416,citydb_user,,,350
402,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890087","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 87,"87",,,AX_Gebaeude,DEBE04YY500005tW,1033,UUID_3d7cbc8a-1742-4822-9488-8211f132639e,,,,,2024/02/05 04:16:18.388,,,,2024/02/05 04:16:18.388,citydb_user,,,1025
403,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320041","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"41","5",AX_Gebaeude,DEBE04YY50000Ll0,909,UUID_ac16873a-bf1d-4b4c-a84a-77351671af20,,,,,2024/02/05 04:16:18.252,,,,2024/02/05 04:16:18.252,citydb_user,,,901
404,"2520",Gebäude zur Elektrizitätsversorgung,,,"3",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","16",AX_Gebaeude,DEBE04YY50000HDy,1997,UUID_fe17019d-74e4-4785-b61e-af342872a762,,,,,2024/02/05 04:16:20.388,,,,2024/02/05 04:16:20.388,citydb_user,,,1974
405,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02956",Max-Dohrn-Straße 8,"8",,,AX_Gebaeude,DEBE04AL5eG0000E,,,,,,,,,,,,,,,
406,"1010",Wohnhaus,,,"3",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004039290001","4200",Aus Katasterkarten digitalisiert,"03929","Scheinerweg 1, 3, 5",,,,AX_Gebaeude,DEBE04YY50000Ro9,2100,UUID_bb553968-d961-4fa1-9bad-5bc6ae8b7cdf,,,,,2024/02/05 04:16:20.829,,,,2024/02/05 04:16:20.829,citydb_user,,,2092
407,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740008","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße 8,"8",,,AX_Gebaeude,DEBE04YY500008VN,531,UUID_8a4f7298-3ff1-4eff-965a-420166ae37f1,,,,,2024/02/05 04:16:17.703,,,,2024/02/05 04:16:17.703,citydb_user,,,515
408,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500008lC,,,,,,,,,,,,,,,
409,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000HN6,,,,,,,,,,,,,,,
410,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Y50004O,,,,,,,,,,,,,,,
411,,,,,"1",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xv4,,,,,,,,,,,,,,,
412,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003S,1339,UUID_e8ab6ba1-6bff-462e-9ada-a37037142368,,,,,2024/02/05 04:16:19.402,,,,2024/02/05 04:16:19.402,citydb_user,,,1334
413,,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002XwG,,,,,,,,,,,,,,,
414,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ybe,,,,,,,,,,,,,,,
415,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","34",AX_Gebaeude,DEBE04YY500007Zv,385,UUID_68473c5b-387a-48a0-a52e-9f0a92afb3f1,,,,,2024/02/05 04:16:17.456,,,,2024/02/05 04:16:17.456,citydb_user,,,367
416,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY2oD0000d,500,UUID_a90b6428-0e5b-4fa0-ace3-827f1082d142,,,,,2024/02/05 04:16:17.652,,,,2024/02/05 04:16:17.652,citydb_user,,,472
417,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MFL,,,,,,,,,,,,,,,
418,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440020","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 20,"20",,,AX_Gebaeude,DEBE04YY50000NMB,1874,UUID_02124ad2-7bfb-4c91-ae66-ea908d87cc33,,,,,2024/02/05 04:16:20.226,,,,2024/02/05 04:16:20.226,citydb_user,,,1857
419,"2523",Umformer,,,"1",,,,,,,,,,"11000004051340050","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"50","4",AX_Gebaeude,DEBE04YY50000Dkp,,,,,,,,,,,,,,,
420,,,,,"21",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mz8,,,,,,,,,,,,,,,
421,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004030810022","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße,,"22","1",AX_Gebaeude,DEBE04YY500005Xu,321,UUID_cd8ee554-3d31-455c-b4a2-567e667c6515,,,,,2024/02/05 04:16:17.334,,,,2024/02/05 04:16:17.334,citydb_user,,,308
422,"2100",Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","11",AX_Gebaeude,DEBE04YY50000OeZ,,,,,,,,,,,,,,,
423,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930038","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 38,"38",,,AX_Gebaeude,DEBE04YY50000Gtj,624,UUID_48a208a0-3a22-408b-ae81-d13f345e30f9,,,,,2024/02/05 04:16:17.870,,,,2024/02/05 04:16:17.870,citydb_user,,,620
424,,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OrZ,,,,,,,,,,,,,,,
425,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY153000Eb,,,,,,,,,,,,,,,
426,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YRp,,,,,,,,,,,,,,,
427,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180041","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 41,"41",,,AX_Gebaeude,DEBE04YY50000419,1784,UUID_d3ce47e1-1d94-4b02-9927-dbc42bb7b98b,,,,,2024/02/05 04:16:20.056,,,,2024/02/05 04:16:20.056,citydb_user,,,1774
428,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GW1,799,UUID_3df22472-b8a6-47fc-a9d8-93245cc88353,,,,,2024/02/05 04:16:18.106,,,,2024/02/05 04:16:18.106,citydb_user,,,764
429,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDC,1925,UUID_affcd4e8-adc7-468e-8b97-a9768a9bd8c4,,,,,2024/02/05 04:16:20.297,,,,2024/02/05 04:16:20.297,citydb_user,,,1918
430,"2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","26",AX_Gebaeude,DEBE04YY50000GmR,,,,,,,,,,,,,,,
431,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180015","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"15","1",AX_Gebaeude,DEBE04YY50000RWR,675,UUID_39f4c411-3bba-4f3b-85c3-4c2ee472d6e7,,,,,2024/02/05 04:16:17.948,,,,2024/02/05 04:16:17.948,citydb_user,,,671
432,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180011","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 11,"11",,,AX_Gebaeude,DEBE04YY50000DEj,668,UUID_c52e8b3f-0406-4f13-a5f9-57b8c6426232,,,,,2024/02/05 04:16:17.940,,,,2024/02/05 04:16:17.940,citydb_user,,,649
433,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004019690001","4200",Aus Katasterkarten digitalisiert,"01969, 02314, 03344","Herschelstraße 1, 2, 3, 3A, 3B; Kamminer Straße 29, 30, 29A, 29B, 30A; Osnabrücker Straße 9, 10, 11, 9A",,,,AX_Gebaeude,DEBE04YY500009pj,,,,,,,,,,,,,,,
434,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YAg,,,,,,,,,,,,,,,
435,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004024390029","4200",Aus Katasterkarten digitalisiert,"02439, 03266, 04803","Klaustaler Straße 29, 31, 33, 35; Nordhauser Straße 36, 37, 38, 36A, 37A, 38A; Wernigeroder Straße 4, 6, 8",,,,AX_Gebaeude,DEBE04YY500004VR,1164,UUID_bad7fc66-c9f4-4b7b-94b6-c9cc65fe9246,,,,,2024/02/05 04:16:18.706,,,,2024/02/05 04:16:18.706,citydb_user,,,1157
436,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL4tn00008,,,,,,,,,,,,,,,
437,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140001","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 1,"1",,,AX_Gebaeude,DEBE04YY500009yQ,1766,UUID_4403ea04-3b2c-4cea-b339-1108bd8f07c2,,,,,2024/02/05 04:16:20.032,,,,2024/02/05 04:16:20.032,citydb_user,,,1749
438,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240106","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 106,"106",,,AX_Gebaeude,DEBE04YY50000G7N,1660,UUID_e3788bfd-6833-4f64-822b-faf41d2367f2,,,,,2024/02/05 04:16:19.913,,,,2024/02/05 04:16:19.913,citydb_user,,,1651
439,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KDq,,,,,,,,,,,,,,,
440,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030740007","4200",Aus Katasterkarten digitalisiert,"03074","Mierendorffstraße 7, 9",,,,AX_Gebaeude,DEBE04YY5000058C,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
441,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IN3,,,,,,,,,,,,,,,
442,"3021",Allgemein bildende Schule,,,"5",,,,,Gottfried-Keller-Oberschule,,,,,"11000004023140017","4200",Aus Katasterkarten digitalisiert,"02314, 03312","Kamminer Straße 17; Olbersstraße 38",,,,AX_Gebaeude,DEBE04YY500001z6,1957,UUID_952829b1-35cd-4760-bfc5-a13d5fcbd4c1,,,,,2024/02/05 04:16:20.338,,,,2024/02/05 04:16:20.338,citydb_user,,,1943
443,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140036","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 36,"36",,,AX_Gebaeude,DEBE04YY50000IVk,1801,UUID_c6967605-8a09-485a-a8bb-c547ec2a49a7,,,,,2024/02/05 04:16:20.113,,,,2024/02/05 04:16:20.113,citydb_user,,,1795
444,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BQc,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
445,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180036","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 36,"36",,,AX_Gebaeude,DEBE04YY50000AgW,657,UUID_10433d72-cc2c-40e7-ae66-e71a0baf7782,,,,,2024/02/05 04:16:17.918,,,,2024/02/05 04:16:17.918,citydb_user,,,638
446,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY17M000NM,2038,UUID_c32717cd-07af-4773-9cc7-e814c3f36d3c,,,,,2024/02/05 04:16:20.462,,,,2024/02/05 04:16:20.462,citydb_user,,,2025
447,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,"11000004014840019","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 19,"19",,,AX_Gebaeude,DEBE04YY500003Z4,2156,DEB_LOD2_UUID_10949ff2-6874-48ad-9aaf-1dbe0d79f570_366e2574-dccf-4feb-8043-bc6af00b6150,,,,,2024/02/05 04:16:21.068,,,,2024/02/05 04:16:21.068,citydb_user,,,2149
448,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930034","4200",Aus Katasterkarten digitalisiert,"00693, 04418","Brahestraße 34, 35; Tauroggener Straße 34",,,,AX_Gebaeude,DEBE04YY50000GZe,4422,DEB_LOD2_UUID_712d0715-3b98-4046-8060-35ca8a6af9e1_159fe9ed-fa7d-4b00-ab78-d6e8ca777d94,,,,,2024/02/05 04:16:23.934,,,,2024/02/05 04:16:23.934,citydb_user,,,3379
449,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YVZ,1681,UUID_2dc8e12c-ac10-418e-93ab-cfe728d9bd7e,,,,,2024/02/05 04:16:19.939,,,,2024/02/05 04:16:19.939,citydb_user,,,1678
450,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IeC,1565,UUID_5fe264d9-eb7f-4bbb-b190-cc23c86927b1,,,,,2024/02/05 04:16:19.801,,,,2024/02/05 04:16:19.801,citydb_user,,,1557
451,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240002","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 2,"2",,,AX_Gebaeude,DEBE04YY50000Neh,2823,DEB_LOD2_UUID_49a87b1d-08ec-470e-a314-2c5db18dffdb_ccc7f579-a806-41b2-9211-3a671bad5582,,,,,2024/02/05 04:16:21.658,,,,2024/02/05 04:16:21.658,citydb_user,,,2407
452,"2620",Gebäude zur Abfallbehandlung,,,"1",,,,,Berliner Stadtreinigung,,,,,"11000004021430020","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"20","3",AX_Gebaeude,DEBE04YY50000Out,1406,UUID_4afee51e-d89e-4728-98f5-857d2c1b6824,,,,,2024/02/05 04:16:19.517,,,,2024/02/05 04:16:19.517,citydb_user,,,1394
453,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IIm,914,UUID_a6c73d38-153c-4d48-be66-33286b73fcef,,,,,2024/02/05 04:16:18.253,,,,2024/02/05 04:16:18.253,citydb_user,,,892
454,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004016320025","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"25","2",AX_Gebaeude,DEBE04YY500006eO,1081,UUID_68172bcf-b8d1-45d0-aed4-e756498a2059,,,,,2024/02/05 04:16:18.452,,,,2024/02/05 04:16:18.452,citydb_user,,,1080
455,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ydg,,,,,,,,,,,,,,,
456,"2523",Umformer,,,"1",,,,,,,,,,"11000004021430029","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße 29A,29A,,,AX_Gebaeude,DEBE04YY50000ABv,1428,UUID_51b5d446-239f-4253-8f50-f689df6dae88,,,,,2024/02/05 04:16:19.540,,,,2024/02/05 04:16:19.540,citydb_user,,,1407
